(80 / 47)*x^0 + (-76 / 1)*x^1 + (-91 / 1)*x^2  := (-0.856990855177487, 0.021826020012651784)
(9 / 1)*x^0 + (-96 / 1)*x^1 + (81 / 1)*x^2 + (78 / 1)*x^3 + (-1 / 1)*x^4 + (87 / 1)*x^5 + (89 / 1)*x^6 + (81 / 1)*x^7 + (-55 / 1)*x^8 + (87 / 1)*x^9 + (-46 / 1)*x^10 + (63 / 1)*x^11 + (70 / 1)*x^12 + (20 / 1)*x^13 + (-85 / 1)*x^14 + (28 / 1)*x^15  := []
(-7 / 1)*x^0 + (-41 / 24)*x^1 + (88 / 1)*x^2 + (3 / 1)*x^3  := []
(-85 / 1)*x^0  := Degree of the polynomial == 0, thus no roots.
(-62 / 59)*x^0 + (56 / 1)*x^1 + (-34 / 1)*x^2 + (-19 / 7)*x^3 + (16 / 1)*x^4 + (-9 / 11)*x^5 + (20 / 1)*x^6 + (42 / 1)*x^7 + (52 / 1)*x^8 + (53 / 1)*x^9 + (75 / 23)*x^10 + (7 / 1)*x^11  := []
(4 / 3)*x^0 + (69 / 1)*x^1 + (35 / 1)*x^2 + (50 / 1)*x^3 + (-77 / 18)*x^4 + (92 / 1)*x^5 + (31 / 59)*x^6 + (-21 / 1)*x^7 + (4 / 15)*x^8 + (-71 / 1)*x^9 + (46 / 1)*x^10 + (-5 / 1)*x^11 + (35 / 1)*x^12 + (-49 / 1)*x^13 + (89 / 18)*x^14 + (47 / 32)*x^15 + (-38 / 37)*x^16 + (42 / 1)*x^17 + (-34 / 45)*x^18  := []
(1 / 15)*x^0 + (1 / 33)*x^1  := -11 / 5
(-52 / 1)*x^0  := Degree of the polynomial == 0, thus no roots.
(-23 / 9)*x^0 + (73 / 29)*x^1 + (5 / 1)*x^2 + (-41 / 87)*x^3 + (9 / 22)*x^4  := []
(11 / 1)*x^0 + (-25 / 32)*x^1 + (-41 / 1)*x^2 + (-36 / 19)*x^3 + (92 / 1)*x^4 + (2 / 1)*x^5 + (-5 / 1)*x^6 + (0 / 1)*x^7 + (82 / 1)*x^8 + (-11 / 1)*x^9 + (13 / 1)*x^10 + (18 / 53)*x^11  := []
(23 / 1)*x^0 + (66 / 1)*x^1 + (-2 / 1)*x^2 + (-3 / 1)*x^3 + (-6 / 5)*x^4 + (-98 / 1)*x^5 + (70 / 43)*x^6 + (20 / 17)*x^7 + (-91 / 1)*x^8 + (75 / 1)*x^9 + (-67 / 13)*x^10 + (41 / 1)*x^11 + (17 / 16)*x^12 + (-94 / 1)*x^13 + (-50 / 1)*x^14 + (-31 / 32)*x^15  := []
(-39 / 7)*x^0 + (33 / 40)*x^1 + (-14 / 1)*x^2 + (27 / 1)*x^3 + (86 / 1)*x^4 + (96 / 1)*x^5 + (3 / 7)*x^6 + (71 / 1)*x^7 + (-27 / 1)*x^8 + (-50 / 1)*x^9 + (-93 / 1)*x^10  := []
(31 / 38)*x^0  := Degree of the polynomial == 0, thus no roots.
(-1 / 1)*x^0 + (-63 / 85)*x^1 + (50 / 1)*x^2 + (-81 / 1)*x^3 + (-78 / 1)*x^4 + (-1 / 10)*x^5 + (-33 / 1)*x^6  := []
(74 / 1)*x^0 + (43 / 1)*x^1 + (-57 / 70)*x^2 + (47 / 89)*x^3 + (-52 / 1)*x^4 + (-30 / 1)*x^5 + (1 / 32)*x^6 + (-21 / 34)*x^7 + (-49 / 1)*x^8  := []
(82 / 1)*x^0 + (41 / 1)*x^1 + (-83 / 71)*x^2 + (31 / 1)*x^3 + (23 / 1)*x^4 + (76 / 1)*x^5 + (19 / 8)*x^6 + (93 / 1)*x^7 + (-16 / 1)*x^8 + (-69 / 1)*x^9 + (-14 / 1)*x^10 + (-7 / 12)*x^11 + (68 / 1)*x^12 + (16 / 31)*x^13 + (8 / 7)*x^14 + (-33 / 2)*x^15 + (-22 / 21)*x^16 + (-29 / 40)*x^17 + (-62 / 1)*x^18 + (-21 / 41)*x^19  := []
(-11 / 19)*x^0 + (97 / 1)*x^1 + (-37 / 83)*x^2 + (79 / 1)*x^3  := []
(-81 / 1)*x^0 + (79 / 1)*x^1  := 81 / 79
(82 / 1)*x^0 + (-24 / 1)*x^1 + (-52 / 1)*x^2 + (4 / 29)*x^3 + (-90 / 1)*x^4 + (99 / 1)*x^5 + (-9 / 8)*x^6 + (-64 / 59)*x^7 + (11 / 2)*x^8 + (15 / 1)*x^9 + (1 / 4)*x^10 + (3 / 1)*x^11 + (74 / 71)*x^12  := []
(-1 / 1)*x^0 + (-7 / 2)*x^1 + (-85 / 1)*x^2  := ((-0.020588235294117654-0.1064933352366569j), (-0.020588235294117643+0.1064933352366569j))
(-23 / 1)*x^0 + (12 / 59)*x^1 + (-49 / 1)*x^2 + (13 / 17)*x^3 + (-91 / 1)*x^4 + (-48 / 1)*x^5 + (27 / 91)*x^6 + (19 / 28)*x^7  := []
(45 / 67)*x^0 + (32 / 83)*x^1 + (29 / 1)*x^2 + (3 / 1)*x^3 + (-61 / 1)*x^4 + (37 / 9)*x^5 + (-85 / 1)*x^6 + (12 / 1)*x^7 + (30 / 77)*x^8 + (31 / 29)*x^9 + (-97 / 1)*x^10 + (-75 / 1)*x^11  := []
(-21 / 1)*x^0 + (86 / 1)*x^1 + (-22 / 1)*x^2 + (-25 / 93)*x^3 + (-7 / 46)*x^4 + (20 / 63)*x^5 + (-35 / 1)*x^6 + (-31 / 72)*x^7 + (-35 / 31)*x^8 + (35 / 8)*x^9  := []
(-71 / 1)*x^0 + (55 / 1)*x^1 + (-91 / 51)*x^2 + (32 / 1)*x^3 + (58 / 1)*x^4 + (41 / 1)*x^5 + (19 / 16)*x^6  := []
(21 / 31)*x^0 + (1 / 13)*x^1 + (-61 / 1)*x^2 + (-34 / 67)*x^3 + (-12 / 1)*x^4 + (87 / 1)*x^5 + (95 / 1)*x^6 + (17 / 10)*x^7 + (-17 / 56)*x^8 + (57 / 37)*x^9 + (-59 / 39)*x^10 + (89 / 93)*x^11 + (28 / 1)*x^12 + (24 / 1)*x^13  := []
(69 / 50)*x^0 + (-58 / 1)*x^1 + (42 / 1)*x^2 + (-43 / 1)*x^3 + (61 / 60)*x^4 + (-43 / 1)*x^5 + (37 / 1)*x^6 + (33 / 5)*x^7 + (-75 / 16)*x^8 + (5 / 1)*x^9 + (-15 / 13)*x^10  := []
(72 / 65)*x^0  := Degree of the polynomial == 0, thus no roots.
(-26 / 53)*x^0 + (-90 / 1)*x^1 + (81 / 1)*x^2 + (-33 / 38)*x^3  := []
(-52 / 37)*x^0 + (62 / 41)*x^1 + (38 / 1)*x^2 + (-76 / 1)*x^3 + (-19 / 72)*x^4 + (-78 / 19)*x^5 + (-100 / 1)*x^6 + (-71 / 62)*x^7 + (-37 / 1)*x^8 + (-10 / 21)*x^9 + (84 / 79)*x^10 + (-8 / 1)*x^11 + (88 / 93)*x^12 + (-59 / 36)*x^13 + (78 / 35)*x^14 + (-86 / 1)*x^15 + (-4 / 3)*x^16 + (-14 / 1)*x^17  := []
(-81 / 70)*x^0 + (-12 / 1)*x^1  := -27 / 280
(5 / 1)*x^0 + (-35 / 1)*x^1 + (93 / 1)*x^2 + (10 / 91)*x^3 + (-76 / 1)*x^4 + (-19 / 9)*x^5 + (30 / 1)*x^6 + (12 / 1)*x^7 + (-98 / 1)*x^8 + (23 / 1)*x^9 + (0 / 1)*x^10 + (-8 / 73)*x^11 + (-91 / 1)*x^12 + (58 / 1)*x^13 + (56 / 1)*x^14 + (-20 / 39)*x^15 + (-87 / 98)*x^16  := []
(15 / 1)*x^0 + (81 / 1)*x^1 + (10 / 1)*x^2 + (-99 / 1)*x^3 + (-65 / 1)*x^4 + (-1 / 1)*x^5 + (23 / 1)*x^6 + (31 / 1)*x^7 + (2 / 1)*x^8 + (-91 / 1)*x^9 + (-16 / 1)*x^10 + (66 / 1)*x^11 + (-21 / 1)*x^12 + (-80 / 1)*x^13  := []
(53 / 1)*x^0 + (32 / 1)*x^1 + (67 / 1)*x^2 + (-30 / 11)*x^3 + (-53 / 85)*x^4 + (68 / 1)*x^5 + (93 / 1)*x^6 + (-14 / 19)*x^7 + (-56 / 1)*x^8 + (-18 / 1)*x^9 + (62 / 1)*x^10 + (88 / 1)*x^11 + (39 / 23)*x^12 + (-3 / 70)*x^13 + (39 / 1)*x^14 + (-85 / 79)*x^15 + (10 / 1)*x^16 + (54 / 1)*x^17  := []
(-18 / 5)*x^0 + (-13 / 15)*x^1 + (62 / 1)*x^2 + (63 / 1)*x^3 + (-46 / 1)*x^4 + (10 / 19)*x^5 + (85 / 1)*x^6 + (2 / 1)*x^7 + (-23 / 1)*x^8 + (19 / 1)*x^9 + (98 / 1)*x^10 + (15 / 49)*x^11 + (-24 / 31)*x^12 + (90 / 1)*x^13 + (73 / 20)*x^14 + (-82 / 1)*x^15 + (0 / 1)*x^16 + (-7 / 5)*x^17 + (44 / 1)*x^18  := []
(83 / 1)*x^0 + (-78 / 1)*x^1 + (-41 / 1)*x^2 + (100 / 1)*x^3 + (0 / 1)*x^4 + (20 / 1)*x^5 + (3 / 1)*x^6 + (-7 / 1)*x^7 + (40 / 1)*x^8 + (49 / 1)*x^9 + (1 / 1)*x^10 + (-42 / 1)*x^11 + (-45 / 1)*x^12 + (-86 / 1)*x^13  := []
(-15 / 1)*x^0 + (90 / 1)*x^1  := 1 / 6
(96 / 1)*x^0  := Degree of the polynomial == 0, thus no roots.
(-34 / 13)*x^0 + (85 / 41)*x^1 + (-17 / 1)*x^2 + (91 / 1)*x^3 + (76 / 1)*x^4 + (-33 / 58)*x^5 + (-11 / 4)*x^6 + (19 / 1)*x^7 + (3 / 14)*x^8 + (89 / 1)*x^9 + (-88 / 1)*x^10 + (-53 / 88)*x^11 + (-11 / 4)*x^12 + (79 / 1)*x^13 + (-51 / 1)*x^14 + (-64 / 1)*x^15 + (-41 / 1)*x^16 + (-22 / 23)*x^17  := []
(14 / 1)*x^0 + (79 / 91)*x^1 + (-79 / 52)*x^2 + (1 / 1)*x^3 + (-58 / 1)*x^4 + (-5 / 1)*x^5 + (-87 / 1)*x^6 + (-27 / 1)*x^7 + (-35 / 22)*x^8 + (-42 / 1)*x^9 + (34 / 15)*x^10 + (41 / 25)*x^11 + (-37 / 1)*x^12 + (22 / 19)*x^13 + (99 / 50)*x^14 + (-71 / 1)*x^15 + (-25 / 1)*x^16 + (-13 / 41)*x^17 + (-40 / 1)*x^18  := []
(-29 / 32)*x^0 + (70 / 81)*x^1 + (29 / 1)*x^2 + (-5 / 18)*x^3 + (8 / 1)*x^4 + (59 / 85)*x^5 + (-95 / 1)*x^6 + (-5 / 8)*x^7 + (26 / 1)*x^8 + (-25 / 1)*x^9 + (-17 / 67)*x^10 + (69 / 37)*x^11 + (-7 / 1)*x^12 + (-65 / 1)*x^13 + (-89 / 1)*x^14 + (-25 / 8)*x^15 + (59 / 6)*x^16  := []
(-49 / 72)*x^0 + (-98 / 1)*x^1 + (5 / 16)*x^2 + (-34 / 67)*x^3 + (-25 / 72)*x^4 + (30 / 1)*x^5 + (-62 / 1)*x^6 + (98 / 1)*x^7 + (-41 / 1)*x^8 + (-12 / 1)*x^9 + (53 / 62)*x^10 + (75 / 1)*x^11 + (-78 / 1)*x^12 + (-1 / 1)*x^13 + (58 / 1)*x^14 + (80 / 11)*x^15 + (43 / 44)*x^16 + (-5 / 1)*x^17  := []
(42 / 17)*x^0 + (25 / 3)*x^1 + (-28 / 1)*x^2 + (34 / 1)*x^3 + (20 / 73)*x^4 + (43 / 27)*x^5 + (13 / 1)*x^6 + (14 / 1)*x^7 + (-4 / 33)*x^8 + (7 / 92)*x^9 + (-73 / 1)*x^10 + (83 / 16)*x^11 + (43 / 7)*x^12 + (14 / 25)*x^13 + (-54 / 1)*x^14 + (-38 / 1)*x^15 + (-89 / 1)*x^16 + (0 / 1)*x^17  := []
(39 / 10)*x^0 + (-1 / 2)*x^1 + (40 / 91)*x^2 + (-85 / 1)*x^3 + (66 / 1)*x^4 + (79 / 1)*x^5 + (100 / 1)*x^6 + (-34 / 67)*x^7 + (-10 / 43)*x^8 + (1 / 14)*x^9 + (-99 / 1)*x^10 + (-27 / 1)*x^11  := []
(-17 / 39)*x^0 + (-58 / 1)*x^1  := -17 / 2262
(13 / 1)*x^0 + (-13 / 8)*x^1 + (-23 / 29)*x^2 + (-86 / 1)*x^3 + (-19 / 56)*x^4 + (-47 / 1)*x^5 + (-14 / 83)*x^6 + (-62 / 1)*x^7 + (-7 / 4)*x^8 + (16 / 89)*x^9 + (-99 / 41)*x^10 + (34 / 91)*x^11 + (52 / 67)*x^12 + (16 / 1)*x^13 + (32 / 57)*x^14  := []
(-65 / 1)*x^0 + (49 / 18)*x^1 + (69 / 20)*x^2 + (6 / 1)*x^3 + (-7 / 85)*x^4 + (28 / 1)*x^5 + (-93 / 76)*x^6  := []
(-84 / 37)*x^0 + (26 / 1)*x^1 + (-2 / 3)*x^2  := (0.08751446633907634, 38.91248553366093)
(3 / 77)*x^0 + (14 / 1)*x^1 + (85 / 22)*x^2 + (-46 / 1)*x^3 + (13 / 5)*x^4 + (58 / 1)*x^5 + (12 / 1)*x^6 + (3 / 1)*x^7 + (100 / 9)*x^8 + (12 / 73)*x^9  := []
(3 / 43)*x^0 + (29 / 1)*x^1  := -3 / 1247
(-57 / 77)*x^0 + (65 / 1)*x^1 + (-61 / 51)*x^2 + (92 / 1)*x^3 + (-2 / 97)*x^4 + (-9 / 73)*x^5 + (-71 / 97)*x^6 + (-35 / 4)*x^7 + (3 / 1)*x^8 + (21 / 1)*x^9 + (-5 / 22)*x^10 + (47 / 1)*x^11 + (1 / 1)*x^12  := []
(9 / 1)*x^0 + (-71 / 97)*x^1 + (99 / 1)*x^2 + (39 / 1)*x^3 + (91 / 1)*x^4 + (-55 / 1)*x^5 + (58 / 79)*x^6 + (-81 / 1)*x^7 + (27 / 20)*x^8 + (16 / 1)*x^9  := []
(-55 / 1)*x^0 + (-80 / 71)*x^1 + (-3 / 37)*x^2 + (-3 / 1)*x^3 + (52 / 1)*x^4 + (-17 / 11)*x^5 + (45 / 1)*x^6 + (0 / 1)*x^7 + (-87 / 1)*x^8 + (76 / 1)*x^9 + (88 / 1)*x^10 + (96 / 1)*x^11 + (-7 / 23)*x^12 + (-3 / 23)*x^13 + (12 / 31)*x^14 + (7 / 1)*x^15 + (-6 / 5)*x^16 + (17 / 88)*x^17 + (70 / 43)*x^18 + (1 / 3)*x^19  := []
(79 / 1)*x^0 + (42 / 1)*x^1 + (99 / 1)*x^2 + (63 / 1)*x^3 + (2 / 1)*x^4 + (63 / 1)*x^5 + (30 / 1)*x^6 + (66 / 1)*x^7 + (85 / 1)*x^8 + (92 / 1)*x^9 + (-98 / 1)*x^10 + (16 / 1)*x^11 + (-63 / 1)*x^12  := []
(21 / 65)*x^0 + (1 / 2)*x^1 + (39 / 32)*x^2 + (-58 / 39)*x^3 + (44 / 23)*x^4 + (5 / 16)*x^5 + (-41 / 1)*x^6 + (-39 / 1)*x^7 + (-15 / 17)*x^8  := []
(7 / 5)*x^0 + (62 / 1)*x^1 + (-4 / 1)*x^2  := (-0.022547844818968876, 15.52254784481897)
(26 / 1)*x^0 + (77 / 1)*x^1 + (54 / 1)*x^2 + (73 / 92)*x^3 + (54 / 25)*x^4  := []
(-75 / 1)*x^0 + (-50 / 3)*x^1 + (83 / 31)*x^2 + (3 / 7)*x^3 + (1 / 1)*x^4 + (16 / 13)*x^5 + (-7 / 1)*x^6 + (-98 / 1)*x^7 + (-30 / 1)*x^8 + (-31 / 1)*x^9 + (-8 / 1)*x^10 + (43 / 1)*x^11 + (17 / 42)*x^12 + (-40 / 99)*x^13 + (-22 / 1)*x^14  := []
(83 / 1)*x^0 + (87 / 79)*x^1 + (7 / 13)*x^2 + (26 / 1)*x^3 + (-71 / 64)*x^4 + (19 / 30)*x^5  := []
(-41 / 35)*x^0 + (-17 / 18)*x^1 + (33 / 1)*x^2 + (-57 / 1)*x^3 + (-33 / 52)*x^4 + (7 / 3)*x^5 + (13 / 5)*x^6 + (-1 / 47)*x^7 + (-11 / 36)*x^8 + (-77 / 2)*x^9 + (2 / 1)*x^10 + (68 / 35)*x^11 + (56 / 1)*x^12  := []
(28 / 1)*x^0 + (-56 / 1)*x^1 + (-8 / 5)*x^2 + (1 / 1)*x^3 + (63 / 26)*x^4 + (32 / 1)*x^5 + (12 / 1)*x^6  := []
(-99 / 8)*x^0 + (78 / 1)*x^1 + (23 / 1)*x^2  := (0.15185419228895145, -3.5431585401150385)
(-56 / 1)*x^0 + (-27 / 1)*x^1 + (-27 / 31)*x^2 + (86 / 1)*x^3  := []
(23 / 1)*x^0 + (61 / 1)*x^1 + (-12 / 1)*x^2 + (4 / 9)*x^3 + (-85 / 81)*x^4 + (39 / 1)*x^5 + (92 / 1)*x^6 + (76 / 1)*x^7 + (-58 / 41)*x^8 + (-17 / 1)*x^9 + (73 / 1)*x^10 + (-89 / 1)*x^11 + (7 / 1)*x^12 + (-23 / 1)*x^13 + (92 / 1)*x^14 + (-82 / 1)*x^15 + (17 / 1)*x^16 + (-74 / 1)*x^17 + (-43 / 1)*x^18 + (-44 / 1)*x^19  := []
(-77 / 23)*x^0 + (-36 / 1)*x^1 + (47 / 17)*x^2 + (-1 / 15)*x^3 + (65 / 58)*x^4 + (-98 / 71)*x^5  := []
(23 / 1)*x^0 + (20 / 41)*x^1 + (-76 / 1)*x^2 + (-88 / 1)*x^3 + (6 / 89)*x^4 + (13 / 92)*x^5 + (-1 / 1)*x^6 + (-2 / 7)*x^7 + (1 / 1)*x^8 + (-11 / 45)*x^9 + (-63 / 1)*x^10 + (-48 / 13)*x^11 + (-33 / 47)*x^12 + (-13 / 1)*x^13 + (-78 / 1)*x^14 + (62 / 1)*x^15 + (-7 / 1)*x^16 + (88 / 9)*x^17  := []
(96 / 1)*x^0 + (-49 / 65)*x^1 + (99 / 79)*x^2 + (49 / 8)*x^3 + (-4 / 31)*x^4 + (16 / 7)*x^5 + (9 / 7)*x^6  := []
(61 / 35)*x^0 + (-84 / 59)*x^1 + (-5 / 1)*x^2 + (16 / 1)*x^3 + (96 / 1)*x^4  := []
(-34 / 43)*x^0 + (-59 / 3)*x^1 + (13 / 1)*x^2 + (-91 / 1)*x^3 + (-8 / 1)*x^4 + (-91 / 62)*x^5 + (7 / 23)*x^6 + (-33 / 56)*x^7 + (-69 / 44)*x^8 + (-37 / 1)*x^9 + (8 / 1)*x^10 + (19 / 20)*x^11 + (-66 / 1)*x^12  := []
(38 / 97)*x^0 + (97 / 7)*x^1 + (15 / 1)*x^2 + (32 / 13)*x^3 + (29 / 1)*x^4 + (18 / 1)*x^5 + (-29 / 1)*x^6 + (6 / 35)*x^7 + (91 / 53)*x^8 + (-13 / 1)*x^9 + (-7 / 1)*x^10  := []
(-47 / 75)*x^0 + (-53 / 69)*x^1 + (21 / 1)*x^2 + (85 / 1)*x^3 + (19 / 11)*x^4 + (97 / 4)*x^5  := []
(12 / 1)*x^0 + (42 / 11)*x^1 + (-27 / 1)*x^2 + (-18 / 1)*x^3 + (92 / 1)*x^4 + (73 / 1)*x^5 + (25 / 1)*x^6 + (47 / 1)*x^7 + (-98 / 1)*x^8 + (-6 / 41)*x^9 + (-14 / 85)*x^10 + (41 / 1)*x^11 + (76 / 1)*x^12 + (-14 / 99)*x^13 + (20 / 1)*x^14 + (-55 / 1)*x^15  := []
(0 / 1)*x^0 + (-85 / 1)*x^1 + (50 / 1)*x^2 + (-64 / 1)*x^3 + (-1 / 18)*x^4 + (73 / 43)*x^5 + (-33 / 5)*x^6 + (61 / 18)*x^7 + (-24 / 1)*x^8 + (-40 / 1)*x^9 + (-2 / 15)*x^10 + (-21 / 1)*x^11 + (11 / 1)*x^12 + (-1 / 2)*x^13 + (-96 / 1)*x^14 + (-25 / 1)*x^15  := []
(17 / 28)*x^0 + (100 / 77)*x^1 + (-19 / 1)*x^2 + (-55 / 1)*x^3 + (91 / 64)*x^4 + (38 / 41)*x^5 + (-23 / 56)*x^6 + (-49 / 11)*x^7 + (40 / 1)*x^8 + (85 / 33)*x^9 + (-91 / 80)*x^10 + (-43 / 84)*x^11 + (55 / 67)*x^12  := []
(-98 / 95)*x^0 + (94 / 21)*x^1  := 1029 / 4465
(85 / 1)*x^0 + (67 / 1)*x^1 + (9 / 7)*x^2 + (6 / 5)*x^3 + (-99 / 1)*x^4 + (-8 / 7)*x^5 + (14 / 1)*x^6 + (94 / 1)*x^7 + (51 / 1)*x^8 + (-3 / 32)*x^9 + (15 / 1)*x^10  := []
(-65 / 1)*x^0 + (40 / 1)*x^1 + (9 / 1)*x^2 + (-33 / 1)*x^3 + (-61 / 1)*x^4 + (80 / 1)*x^5 + (99 / 1)*x^6 + (95 / 1)*x^7 + (31 / 1)*x^8 + (78 / 1)*x^9 + (5 / 1)*x^10 + (-72 / 1)*x^11 + (6 / 1)*x^12  := []
(65 / 37)*x^0 + (26 / 1)*x^1 + (5 / 7)*x^2 + (-37 / 1)*x^3 + (33 / 53)*x^4 + (-19 / 15)*x^5 + (-75 / 46)*x^6 + (-50 / 83)*x^7 + (1 / 21)*x^8 + (74 / 59)*x^9  := []
(-23 / 94)*x^0 + (-16 / 55)*x^1 + (91 / 92)*x^2 + (62 / 1)*x^3 + (-79 / 25)*x^4 + (-87 / 1)*x^5 + (-3 / 1)*x^6 + (-61 / 23)*x^7 + (59 / 98)*x^8 + (-45 / 1)*x^9  := []
(-21 / 8)*x^0 + (-21 / 1)*x^1  := -1 / 8
(-7 / 1)*x^0 + (-57 / 1)*x^1 + (-5 / 1)*x^2 + (-20 / 1)*x^3 + (4 / 3)*x^4 + (11 / 9)*x^5 + (6 / 5)*x^6 + (-7 / 39)*x^7 + (-1 / 1)*x^8 + (-14 / 5)*x^9 + (38 / 41)*x^10 + (70 / 1)*x^11 + (-80 / 1)*x^12 + (28 / 25)*x^13 + (-48 / 1)*x^14 + (-3 / 44)*x^15 + (-98 / 1)*x^16  := []
(-59 / 1)*x^0 + (-7 / 6)*x^1  := -354 / 7
(-49 / 92)*x^0 + (79 / 95)*x^1 + (-6 / 1)*x^2 + (-44 / 35)*x^3 + (-17 / 20)*x^4 + (97 / 78)*x^5 + (-6 / 11)*x^6 + (42 / 1)*x^7 + (-95 / 66)*x^8 + (1 / 56)*x^9 + (43 / 59)*x^10 + (60 / 1)*x^11 + (63 / 1)*x^12 + (-44 / 1)*x^13 + (80 / 1)*x^14 + (-7 / 1)*x^15 + (92 / 53)*x^16 + (-84 / 1)*x^17  := []
(20 / 1)*x^0 + (65 / 42)*x^1 + (63 / 1)*x^2 + (58 / 1)*x^3 + (14 / 3)*x^4 + (35 / 1)*x^5  := []
(-83 / 1)*x^0 + (-97 / 1)*x^1 + (-7 / 1)*x^2 + (-66 / 1)*x^3 + (-62 / 1)*x^4 + (19 / 1)*x^5 + (-10 / 1)*x^6 + (28 / 1)*x^7 + (-31 / 1)*x^8 + (52 / 1)*x^9 + (53 / 1)*x^10 + (100 / 1)*x^11 + (28 / 1)*x^12 + (-97 / 1)*x^13 + (-73 / 1)*x^14 + (-87 / 1)*x^15  := []
(7 / 15)*x^0 + (43 / 66)*x^1 + (38 / 67)*x^2 + (-43 / 28)*x^3 + (-61 / 1)*x^4  := []
(-73 / 14)*x^0 + (40 / 1)*x^1 + (-30 / 11)*x^2 + (27 / 1)*x^3 + (-31 / 1)*x^4 + (17 / 20)*x^5 + (-9 / 7)*x^6  := []
(-95 / 62)*x^0 + (-29 / 47)*x^1 + (-7 / 9)*x^2 + (-61 / 1)*x^3 + (100 / 1)*x^4 + (-42 / 37)*x^5 + (-95 / 1)*x^6 + (-39 / 37)*x^7 + (63 / 1)*x^8 + (-44 / 1)*x^9 + (84 / 1)*x^10 + (7 / 1)*x^11 + (4 / 5)*x^12 + (11 / 47)*x^13 + (-56 / 1)*x^14 + (62 / 1)*x^15 + (43 / 76)*x^16 + (-81 / 16)*x^17 + (34 / 15)*x^18 + (34 / 1)*x^19  := []
(37 / 22)*x^0 + (49 / 1)*x^1 + (23 / 82)*x^2 + (19 / 1)*x^3 + (-34 / 1)*x^4 + (39 / 1)*x^5 + (29 / 44)*x^6 + (-95 / 81)*x^7  := []
(-98 / 1)*x^0 + (85 / 73)*x^1 + (98 / 1)*x^2 + (-17 / 97)*x^3 + (20 / 1)*x^4 + (4 / 1)*x^5 + (65 / 1)*x^6 + (37 / 1)*x^7 + (-17 / 1)*x^8 + (-22 / 3)*x^9 + (71 / 89)*x^10 + (-29 / 21)*x^11 + (-6 / 71)*x^12 + (57 / 29)*x^13 + (-1 / 1)*x^14 + (52 / 1)*x^15 + (3 / 14)*x^16 + (-11 / 20)*x^17  := []
(48 / 13)*x^0 + (77 / 62)*x^1 + (-75 / 17)*x^2 + (-63 / 1)*x^3 + (91 / 53)*x^4 + (-33 / 1)*x^5 + (-71 / 1)*x^6 + (-32 / 1)*x^7 + (-41 / 61)*x^8 + (-76 / 5)*x^9 + (31 / 29)*x^10 + (4 / 7)*x^11 + (32 / 1)*x^12 + (1 / 1)*x^13 + (-1 / 8)*x^14  := []
(-66 / 1)*x^0 + (13 / 1)*x^1 + (-17 / 1)*x^2 + (-20 / 1)*x^3 + (-89 / 1)*x^4 + (-65 / 1)*x^5 + (-35 / 39)*x^6 + (-86 / 1)*x^7 + (-80 / 41)*x^8 + (-19 / 52)*x^9 + (43 / 1)*x^10 + (-30 / 1)*x^11 + (-7 / 1)*x^12 + (67 / 1)*x^13  := []
(65 / 31)*x^0 + (43 / 1)*x^1 + (8 / 5)*x^2 + (68 / 1)*x^3 + (7 / 17)*x^4 + (62 / 1)*x^5 + (84 / 17)*x^6 + (94 / 45)*x^7 + (-28 / 27)*x^8 + (-4 / 1)*x^9 + (57 / 1)*x^10 + (-26 / 17)*x^11 + (-90 / 1)*x^12 + (-11 / 1)*x^13  := []
(-37 / 1)*x^0 + (-75 / 1)*x^1  := -37 / 75
(-39 / 1)*x^0 + (28 / 1)*x^1 + (54 / 1)*x^2 + (-70 / 1)*x^3 + (0 / 1)*x^4 + (-79 / 1)*x^5 + (-100 / 1)*x^6 + (-45 / 1)*x^7 + (-62 / 1)*x^8 + (-56 / 1)*x^9 + (-20 / 1)*x^10 + (-43 / 1)*x^11 + (72 / 1)*x^12 + (9 / 1)*x^13 + (-27 / 1)*x^14  := []
(-12 / 23)*x^0 + (-27 / 20)*x^1 + (68 / 1)*x^2 + (75 / 1)*x^3 + (36 / 1)*x^4 + (-69 / 61)*x^5 + (-13 / 8)*x^6 + (-45 / 1)*x^7 + (-3 / 1)*x^8 + (-56 / 1)*x^9 + (-13 / 16)*x^10 + (25 / 86)*x^11 + (-25 / 29)*x^12 + (32 / 1)*x^13  := []
(85 / 1)*x^0 + (67 / 1)*x^1 + (-11 / 6)*x^2 + (-5 / 1)*x^3 + (-13 / 61)*x^4 + (-29 / 17)*x^5 + (90 / 11)*x^6 + (-65 / 1)*x^7 + (86 / 1)*x^8 + (-23 / 1)*x^9 + (21 / 1)*x^10 + (75 / 1)*x^11 + (-10 / 1)*x^12 + (-16 / 1)*x^13 + (-34 / 61)*x^14 + (26 / 89)*x^15 + (12 / 1)*x^16 + (-6 / 11)*x^17 + (-41 / 1)*x^18  := []
(-24 / 1)*x^0 + (65 / 1)*x^1 + (-43 / 1)*x^2 + (80 / 1)*x^3 + (-18 / 1)*x^4 + (-43 / 1)*x^5 + (-50 / 1)*x^6 + (-82 / 1)*x^7 + (-51 / 1)*x^8 + (-12 / 1)*x^9 + (70 / 1)*x^10 + (-4 / 1)*x^11 + (-12 / 1)*x^12 + (2 / 1)*x^13  := []
